data,date
-0.06,2016/7/1 2:22
-0.05,2016/7/1 2:22
-0.05,2016/7/1 2:23
-0.05,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.06,2016/7/1 2:23
-0.07,2016/7/1 2:23
-0.08,2016/7/1 2:23
-0.09,2016/7/1 2:23
-0.1,2016/7/1 2:23
-0.105,2016/7/1 2:23
-0.11,2016/7/1 2:23
-0.115,2016/7/1 2:23
-0.115,2016/7/1 2:23
-0.11,2016/7/1 2:23
-0.105,2016/7/1 2:23
-0.085,2016/7/1 2:23
-0.05,2016/7/1 2:23
0.005,2016/7/1 2:23
0.085,2016/7/1 2:23
0.18,2016/7/1 2:23
0.3,2016/7/1 2:23
0.435,2016/7/1 2:23
0.57,2016/7/1 2:23
0.7,2016/7/1 2:23
0.81,2016/7/1 2:23
0.89,2016/7/1 2:23
0.93,2016/7/1 2:23
0.93,2016/7/1 2:23
0.88,2016/7/1 2:23
0.79,2016/7/1 2:23
0.67,2016/7/1 2:23
0.53,2016/7/1 2:23
0.39,2016/7/1 2:23
0.25,2016/7/1 2:23
0.135,2016/7/1 2:23
0.045,2016/7/1 2:23
-0.01,2016/7/1 2:23
-0.04,2016/7/1 2:23
-0.05,2016/7/1 2:23
-0.04,2016/7/1 2:23
-0.025,2016/7/1 2:23
-0.005,2016/7/1 2:23
0.005,2016/7/1 2:23
0.01,2016/7/1 2:23
0.005,2016/7/1 2:23
-0.01,2016/7/1 2:23
-0.025,2016/7/1 2:23
-0.04,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.065,2016/7/1 2:23
-0.07,2016/7/1 2:23
-0.075,2016/7/1 2:23
-0.07,2016/7/1 2:23
-0.065,2016/7/1 2:23
-0.06,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.055,2016/7/1 2:23
-0.06,2016/7/1 2:24
-0.06,2016/7/1 2:24
-0.06,2016/7/1 2:24
-0.06,2016/7/1 2:24
-0.055,2016/7/1 2:24
-0.055,2016/7/1 2:24
-0.05,2016/7/1 2:24
-0.045,2016/7/1 2:24
-0.04,2016/7/1 2:24
-0.03,2016/7/1 2:24
-0.025,2016/7/1 2:24
-0.02,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.02,2016/7/1 2:24
-0.03,2016/7/1 2:24
-0.035,2016/7/1 2:24
-0.035,2016/7/1 2:24
-0.035,2016/7/1 2:24
-0.035,2016/7/1 2:24
-0.025,2016/7/1 2:24
-0.02,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.005,2016/7/1 2:24
-0.005,2016/7/1 2:24
0,2016/7/1 2:24
-0.005,2016/7/1 2:24
-0.005,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.015,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.01,2016/7/1 2:24
-0.005,2016/7/1 2:24
0,2016/7/1 2:24
0.01,2016/7/1 2:24
0.02,2016/7/1 2:24
0.035,2016/7/1 2:24
0.05,2016/7/1 2:24
0.06,2016/7/1 2:24
0.065,2016/7/1 2:24
0.065,2016/7/1 2:24
0.065,2016/7/1 2:24
0.06,2016/7/1 2:24
0.055,2016/7/1 2:24
0.05,2016/7/1 2:24
0.045,2016/7/1 2:24
0.045,2016/7/1 2:24
0.05,2016/7/1 2:24
0.055,2016/7/1 2:24
0.06,2016/7/1 2:25
0.065,2016/7/1 2:25
0.07,2016/7/1 2:25
0.075,2016/7/1 2:25
0.08,2016/7/1 2:25
0.085,2016/7/1 2:25
0.085,2016/7/1 2:25
0.085,2016/7/1 2:25
0.09,2016/7/1 2:25
0.09,2016/7/1 2:25
0.09,2016/7/1 2:25
0.095,2016/7/1 2:25
0.095,2016/7/1 2:25
0.105,2016/7/1 2:25
0.115,2016/7/1 2:25
0.125,2016/7/1 2:25
0.14,2016/7/1 2:25
0.16,2016/7/1 2:25
0.17,2016/7/1 2:25
0.185,2016/7/1 2:25
0.19,2016/7/1 2:25
0.19,2016/7/1 2:25
0.19,2016/7/1 2:25
0.185,2016/7/1 2:25
0.18,2016/7/1 2:25
0.175,2016/7/1 2:25
0.175,2016/7/1 2:25
0.18,2016/7/1 2:25
0.185,2016/7/1 2:25
